conforming_loan_limit,derived_sex,action_taken,loan_amount,loan_term,property_value,income,debt_to_income_ratio
C,Female,1,325000.0,360.0,345000.0,68.0,43
C,Male,1,105000.0,360.0,135000.0,122.0,20%-<30%
C,Male,1,155000.0,360.0,155000.0,60.0,43
C,Male,1,335000.0,360.0,775000.0,153.0,30%-<36%
C,Male,1,175000.0,360.0,185000.0,38.0,44
C,Sex Not Available,1,265000.0,360.0,295000.0,80.0,44
C,Joint,1,245000.0,360.0,335000.0,107.0,45
C,Female,1,125000.0,360.0,165000.0,50.0,45
C,Joint,1,195000.0,360.0,245000.0,109.0,48
C,Female,1,155000.0,360.0,165000.0,49.0,30%-<36%
NC,Male,1,1075000.0,360.0,1345000.0,635.0,20%-<30%
C,Female,1,215000.0,360.0,225000.0,51.0,40
C,Joint,1,145000.0,180.0,235000.0,77.0,20%-<30%
C,Joint,1,125000.0,360.0,125000.0,107.0,<20%
C,Joint,1,55000.0,240.0,65000.0,80.0,20%-<30%
C,Joint,1,215000.0,360.0,235000.0,69.0,30%-<36%
C,Female,1,235000.0,360.0,255000.0,92.0,44
NC,Female,1,465000.0,360.0,585000.0,167.0,30%-<36%
C,Male,1,245000.0,360.0,275000.0,103.0,30%-<36%
C,Female,1,175000.0,360.0,185000.0,33.0,40
NC,Joint,1,1055000.0,360.0,1405000.0,235.0,38
C,Joint,1,345000.0,360.0,385000.0,297.0,30%-<36%
C,Joint,1,435000.0,360.0,515000.0,178.0,30%-<36%
C,Female,1,105000.0,360.0,115000.0,57.0,30%-<36%
C,Male,1,195000.0,360.0,255000.0,79.0,40
NC,Joint,1,755000.0,360.0,1365000.0,362.0,20%-<30%
C,Joint,1,255000.0,360.0,265000.0,113.0,41
C,Joint,1,225000.0,360.0,265000.0,35.0,30%-<36%
C,Male,1,275000.0,360.0,305000.0,50.0,48
C,Joint,1,415000.0,360.0,655000.0,140.0,30%-<36%
C,Joint,1,155000.0,360.0,155000.0,64.0,44
C,Male,1,195000.0,360.0,225000.0,108.0,20%-<30%
C,Joint,1,505000.0,360.0,1025000.0,505.0,20%-<30%
C,Female,1,255000.0,360.0,265000.0,67.0,43
C,Male,1,265000.0,360.0,335000.0,95.0,30%-<36%
C,Joint,1,235000.0,360.0,265000.0,373.0,<20%
C,Male,1,215000.0,360.0,275000.0,45.0,46
C,Sex Not Available,1,395000.0,360.0,545000.0,73.0,45
C,Joint,1,305000.0,360.0,315000.0,0.0,43
C,Female,1,135000.0,360.0,135000.0,36.0,47
C,Joint,1,75000.0,360.0,105000.0,23.0,>60%
C,Female,1,155000.0,360.0,165000.0,69.0,40
C,Male,1,665000.0,180.0,915000.0,217.0,30%-<36%
C,Male,1,305000.0,360.0,315000.0,110.0,40
C,Joint,1,275000.0,360.0,285000.0,108.0,37
C,Male,1,315000.0,360.0,395000.0,68.0,41
C,Joint,1,285000.0,360.0,305000.0,139.0,20%-<30%
C,Joint,1,155000.0,360.0,195000.0,49.0,30%-<36%
C,Female,1,185000.0,360.0,185000.0,44.0,38
C,Male,1,285000.0,180.0,355000.0,131.0,30%-<36%
C,Joint,1,85000.0,240.0,115000.0,33.0,42
C,Joint,1,305000.0,360.0,305000.0,107.0,36
C,Male,1,395000.0,360.0,445000.0,124.0,39
C,Female,1,235000.0,360.0,245000.0,82.0,20%-<30%
C,Male,1,215000.0,360.0,255000.0,43.0,42
NC,Male,1,505000.0,360.0,655000.0,144.0,40
C,Joint,1,455000.0,360.0,535000.0,134.0,46
NC,Joint,1,755000.0,360.0,1165000.0,200.0,30%-<36%
C,Male,1,145000.0,360.0,185000.0,74.0,20%-<30%
C,Joint,1,115000.0,360.0,115000.0,47.0,38
C,Male,1,95000.0,360.0,95000.0,45.0,39
C,Joint,1,185000.0,360.0,195000.0,88.0,43
C,Joint,1,215000.0,360.0,235000.0,128.0,20%-<30%
C,Joint,1,485000.0,360.0,515000.0,190.0,30%-<36%
C,Joint,1,55000.0,360.0,75000.0,50.0,20%-<30%
C,Male,1,75000.0,360.0,75000.0,38.0,20%-<30%
NC,Male,1,495000.0,360.0,615000.0,206.0,36
C,Male,1,135000.0,360.0,145000.0,35.0,42
NC,Joint,1,1235000.0,360.0,1455000.0,353.0,41
C,Joint,1,355000.0,360.0,445000.0,115.0,30%-<36%
C,Male,1,195000.0,360.0,205000.0,90.0,20%-<30%
NC,Joint,1,565000.0,360.0,565000.0,153.0,45
C,Joint,1,365000.0,360.0,375000.0,122.0,47
C,Female,1,515000.0,360.0,645000.0,86.0,49
C,Joint,1,195000.0,240.0,235000.0,107.0,20%-<30%
C,Male,1,35000.0,360.0,35000.0,55.0,<20%
C,Sex Not Available,1,245000.0,360.0,305000.0,127.0,20%-<30%
C,Male,1,235000.0,360.0,275000.0,86.0,20%-<30%
C,Female,1,245000.0,360.0,305000.0,135.0,49
C,Sex Not Available,1,405000.0,360.0,415000.0,130.0,30%-<36%
C,Joint,1,485000.0,360.0,545000.0,165.0,48
C,Male,1,115000.0,360.0,145000.0,172.0,<20%
C,Joint,1,275000.0,360.0,295000.0,84.0,49
C,Male,1,485000.0,360.0,515000.0,84.0,44
C,Female,1,215000.0,240.0,275000.0,135.0,37
C,Joint,1,245000.0,360.0,255000.0,105.0,30%-<36%
C,Joint,1,285000.0,360.0,305000.0,190.0,30%-<36%
C,Joint,1,175000.0,360.0,185000.0,119.0,43
C,Female,1,135000.0,360.0,165000.0,60.0,39
C,Joint,1,445000.0,360.0,845000.0,265.0,40
C,Male,1,115000.0,360.0,125000.0,42.0,20%-<30%
C,Female,1,125000.0,360.0,135000.0,67.0,20%-<30%
C,Male,1,455000.0,360.0,645000.0,122.0,44
C,Joint,1,305000.0,360.0,345000.0,96.0,41
C,Male,1,245000.0,360.0,265000.0,85.0,42
C,Female,1,255000.0,360.0,505000.0,100.0,43
C,Male,1,325000.0,360.0,415000.0,132.0,44
C,Female,1,65000.0,276.0,65000.0,35.0,50%-60%
C,Female,1,225000.0,360.0,235000.0,88.0,41
C,Female,1,645000.0,360.0,1135000.0,136.0,46
C,Joint,1,215000.0,360.0,235000.0,72.0,39
C,Sex Not Available,1,235000.0,360.0,285000.0,66.0,30%-<36%
C,Female,1,175000.0,180.0,385000.0,56.0,38
C,Male,1,275000.0,360.0,285000.0,140.0,20%-<30%
C,Male,1,95000.0,360.0,105000.0,35.0,20%-<30%
C,Male,1,325000.0,360.0,345000.0,91.0,30%-<36%
C,Joint,1,635000.0,360.0,715000.0,179.0,30%-<36%
C,Female,1,155000.0,360.0,195000.0,56.0,41
C,Joint,1,275000.0,360.0,405000.0,152.0,30%-<36%
C,Male,1,305000.0,360.0,365000.0,48.0,46
C,Male,1,265000.0,360.0,305000.0,90.0,30%-<36%
C,Joint,1,265000.0,360.0,365000.0,155.0,36
C,Male,1,325000.0,360.0,355000.0,45.0,39
C,Male,1,235000.0,360.0,255000.0,57.0,36
C,Joint,1,275000.0,360.0,285000.0,89.0,30%-<36%
C,Joint,1,95000.0,360.0,125000.0,60.0,30%-<36%
C,Female,1,255000.0,360.0,305000.0,62.0,44
C,Male,1,325000.0,360.0,465000.0,103.0,42
C,Male,1,215000.0,360.0,225000.0,54.0,30%-<36%
C,Male,1,125000.0,360.0,165000.0,59.0,49
C,Female,1,335000.0,360.0,425000.0,122.0,37
C,Female,1,545000.0,360.0,605000.0,219.0,37
C,Joint,1,345000.0,360.0,385000.0,129.0,36
C,Male,1,145000.0,360.0,175000.0,58.0,37
C,Male,1,365000.0,360.0,435000.0,126.0,44
C,Female,1,155000.0,360.0,165000.0,49.0,30%-<36%
C,Joint,1,315000.0,360.0,395000.0,78.0,41
NC,Joint,1,1465000.0,360.0,1955000.0,838.0,<20%
C,Female,1,95000.0,360.0,115000.0,63.0,20%-<30%
C,Joint,1,315000.0,360.0,345000.0,98.0,41
C,Joint,1,355000.0,180.0,525000.0,703.0,47
C,Joint,1,265000.0,360.0,325000.0,178.0,30%-<36%
C,Male,1,105000.0,360.0,105000.0,35.0,30%-<36%
C,Female,1,225000.0,360.0,235000.0,100.0,43
C,Male,1,315000.0,360.0,395000.0,126.0,45
C,Male,1,85000.0,180.0,115000.0,54.0,44
C,Joint,1,225000.0,180.0,285000.0,104.0,45
C,Female,1,145000.0,360.0,145000.0,37.0,30%-<36%
C,Male,1,215000.0,360.0,275000.0,59.0,39
C,Female,1,395000.0,360.0,505000.0,158.0,46
C,Joint,1,145000.0,360.0,215000.0,57.0,20%-<30%
C,Joint,1,295000.0,360.0,365000.0,217.0,20%-<30%
C,Joint,1,455000.0,360.0,565000.0,160.0,30%-<36%
C,Sex Not Available,1,375000.0,360.0,495000.0,130.0,36
C,Sex Not Available,1,455000.0,360.0,575000.0,123.0,30%-<36%
C,Male,1,155000.0,360.0,175000.0,127.0,<20%
C,Joint,1,315000.0,250.0,425000.0,134.0,20%-<30%
C,Male,1,375000.0,360.0,395000.0,127.0,30%-<36%
C,Joint,1,85000.0,360.0,95000.0,42.0,30%-<36%
C,Female,1,175000.0,360.0,175000.0,54.0,42
C,Male,1,205000.0,360.0,215000.0,100.0,49
C,Female,1,195000.0,360.0,245000.0,55.0,37
C,Female,1,325000.0,360.0,475000.0,230.0,<20%
C,Male,1,75000.0,360.0,75000.0,106.0,36
C,Male,1,45000.0,360.0,45000.0,45.0,20%-<30%
C,Joint,1,245000.0,360.0,255000.0,89.0,37
C,Joint,1,455000.0,360.0,535000.0,263.0,30%-<36%
C,Male,1,145000.0,360.0,155000.0,47.0,37
NC,Male,1,535000.0,360.0,605000.0,159.0,40
C,Joint,1,295000.0,360.0,305000.0,106.0,39
NC,Male,1,1365000.0,360.0,2105000.0,249.0,49
C,Male,1,215000.0,360.0,245000.0,57.0,48
C,Male,1,85000.0,360.0,135000.0,44.0,20%-<30%
C,Joint,1,335000.0,360.0,355000.0,73.0,47
NC,Sex Not Available,1,785000.0,372.0,1305000.0,154.0,40
C,Joint,1,125000.0,360.0,75000.0,140.0,20%-<30%
C,Female,1,65000.0,240.0,75000.0,28.0,43
C,Female,1,315000.0,360.0,335000.0,100.0,43
C,Male,1,145000.0,360.0,145000.0,30.0,40
C,Male,1,235000.0,180.0,425000.0,93.0,<20%
C,Sex Not Available,1,215000.0,360.0,265000.0,49.0,30%-<36%
C,Male,1,455000.0,360.0,1305000.0,130.0,30%-<36%
C,Female,1,265000.0,360.0,285000.0,75.0,44
C,Male,1,165000.0,360.0,175000.0,63.0,36
NC,Male,1,665000.0,360.0,945000.0,133.0,42
C,Male,1,455000.0,360.0,575000.0,208.0,30%-<36%
C,Male,1,155000.0,360.0,175000.0,44.0,44
C,Male,1,165000.0,360.0,235000.0,85.0,<20%
C,Female,1,245000.0,360.0,255000.0,59.0,30%-<36%
NC,Female,1,865000.0,360.0,965000.0,239.0,37
C,Male,1,635000.0,360.0,795000.0,101.0,49
C,Male,1,205000.0,360.0,215000.0,52.0,38
C,Joint,1,305000.0,360.0,455000.0,825.0,<20%
NC,Joint,1,745000.0,180.0,975000.0,235.0,36
C,Joint,1,305000.0,360.0,615000.0,241.0,<20%
C,Female,1,175000.0,360.0,195000.0,54.0,49
C,Joint,1,275000.0,360.0,325000.0,85.0,40
C,Female,1,145000.0,360.0,155000.0,55.0,41
C,Joint,1,165000.0,360.0,205000.0,80.0,36
C,Female,1,215000.0,360.0,225000.0,47.0,41
C,Sex Not Available,1,425000.0,360.0,535000.0,186.0,20%-<30%
C,Female,1,85000.0,360.0,85000.0,23.0,36
C,Joint,1,205000.0,240.0,265000.0,90.0,20%-<30%
C,Female,1,105000.0,360.0,235000.0,83.0,<20%
C,Joint,1,225000.0,360.0,235000.0,150.0,30%-<36%
NC,Female,1,615000.0,360.0,675000.0,218.0,20%-<30%
NC,Joint,1,475000.0,360.0,605000.0,223.0,30%-<36%
NC,Joint,1,1285000.0,360.0,1605000.0,291.0,42
C,Sex Not Available,1,215000.0,180.0,515000.0,185.0,30%-<36%
C,Joint,1,235000.0,180.0,295000.0,99.0,50%-60%
C,Joint,1,335000.0,360.0,455000.0,68.0,42
C,Joint,1,245000.0,360.0,315000.0,270.0,<20%
C,Male,1,315000.0,240.0,395000.0,92.0,36
C,Female,1,75000.0,360.0,115000.0,59.0,41
C,Female,1,255000.0,360.0,285000.0,65.0,41
C,Joint,1,55000.0,216.0,55000.0,77.0,42
C,Joint,1,305000.0,360.0,345000.0,135.0,39
C,Male,1,85000.0,360.0,85000.0,25.0,49
C,Joint,1,665000.0,360.0,835000.0,140.0,37
C,Joint,1,265000.0,360.0,285000.0,63.0,48
C,Joint,1,405000.0,360.0,505000.0,191.0,20%-<30%
C,Male,1,65000.0,360.0,65000.0,41.0,37
C,Male,1,165000.0,360.0,175000.0,54.0,41
C,Female,1,225000.0,360.0,285000.0,48.0,45
C,Joint,1,325000.0,360.0,375000.0,201.0,39
C,Joint,1,245000.0,360.0,535000.0,212.0,<20%
C,Joint,1,165000.0,360.0,215000.0,75.0,20%-<30%
C,Joint,1,125000.0,360.0,135000.0,101.0,30%-<36%
C,Male,1,85000.0,360.0,95000.0,39.0,20%-<30%
C,Female,1,205000.0,360.0,195000.0,49.0,30%-<36%
C,Female,1,105000.0,360.0,135000.0,74.0,30%-<36%
C,Female,1,345000.0,180.0,385000.0,91.0,47
C,Male,1,85000.0,360.0,85000.0,36.0,45
C,Joint,1,275000.0,360.0,305000.0,108.0,20%-<30%
C,Joint,1,255000.0,360.0,305000.0,95.0,30%-<36%
C,Male,1,205000.0,360.0,245000.0,49.0,48
C,Female,1,675000.0,360.0,1265000.0,194.0,42
C,Female,1,165000.0,360.0,175000.0,115.0,20%-<30%
C,Joint,1,315000.0,360.0,335000.0,84.0,47
C,Male,1,215000.0,360.0,225000.0,59.0,40
C,Female,1,55000.0,180.0,75000.0,24.0,43
C,Female,1,245000.0,360.0,305000.0,62.0,30%-<36%
C,Male,1,285000.0,360.0,295000.0,66.0,37
C,Male,1,125000.0,360.0,155000.0,48.0,40
C,Male,1,675000.0,360.0,755000.0,128.0,46
C,Joint,1,385000.0,360.0,415000.0,86.0,39
C,Sex Not Available,1,105000.0,360.0,115000.0,61.0,20%-<30%
C,Male,1,145000.0,360.0,155000.0,107.0,<20%
C,Female,1,75000.0,360.0,85000.0,57.0,30%-<36%
C,Sex Not Available,1,195000.0,360.0,215000.0,36.0,49
C,Sex Not Available,1,255000.0,360.0,265000.0,86.0,20%-<30%
C,Joint,1,215000.0,360.0,225000.0,47.0,42
C,Joint,1,325000.0,360.0,365000.0,79.0,48
C,Joint,1,45000.0,360.0,55000.0,85.0,41
C,Sex Not Available,1,255000.0,360.0,275000.0,142.0,30%-<36%
NC,Joint,1,545000.0,360.0,605000.0,193.0,30%-<36%
C,Joint,1,115000.0,360.0,145000.0,45.0,46
C,Joint,1,175000.0,180.0,215000.0,128.0,<20%
C,Joint,1,255000.0,360.0,305000.0,160.0,30%-<36%
C,Female,1,255000.0,360.0,445000.0,144.0,30%-<36%
C,Joint,1,75000.0,276.0,75000.0,62.0,39
NC,Joint,1,1105000.0,360.0,2535000.0,255.0,42
C,Male,1,85000.0,180.0,385000.0,115.0,<20%
C,Female,1,85000.0,180.0,145000.0,60.0,20%-<30%
C,Joint,1,405000.0,360.0,485000.0,197.0,46
C,Joint,1,315000.0,360.0,435000.0,62.0,48
C,Male,1,135000.0,360.0,155000.0,42.0,46
C,Joint,1,315000.0,360.0,395000.0,135.0,20%-<30%
C,Joint,1,75000.0,120.0,165000.0,351.0,<20%
C,Male,1,185000.0,360.0,195000.0,60.0,39
NC,Male,1,625000.0,360.0,775000.0,354.0,30%-<36%
C,Joint,1,325000.0,360.0,365000.0,187.0,30%-<36%
C,Male,1,55000.0,360.0,45000.0,42.0,40
C,Female,1,275000.0,360.0,345000.0,122.0,20%-<30%
C,Male,1,255000.0,360.0,265000.0,55.0,44
NC,Joint,1,685000.0,360.0,865000.0,329.0,20%-<30%
C,Male,1,195000.0,360.0,205000.0,41.0,42
C,Joint,1,255000.0,360.0,285000.0,81.0,45
C,Female,1,215000.0,360.0,265000.0,63.0,30%-<36%
C,Female,1,175000.0,360.0,185000.0,60.0,46
NC,Male,1,1695000.0,360.0,2125000.0,975.0,30%-<36%
C,Sex Not Available,1,145000.0,360.0,295000.0,135.0,20%-<30%
C,Female,1,125000.0,360.0,135000.0,53.0,37
C,Male,1,585000.0,360.0,735000.0,125.0,48
C,Joint,1,385000.0,360.0,475000.0,99.0,38
C,Male,1,305000.0,360.0,315000.0,152.0,20%-<30%
C,Male,1,425000.0,180.0,915000.0,169.0,37
C,Female,1,115000.0,180.0,135000.0,86.0,<20%
C,Joint,1,235000.0,360.0,295000.0,103.0,39
C,Female,1,185000.0,360.0,285000.0,31.0,49
C,Joint,1,325000.0,360.0,405000.0,94.0,48
C,Female,1,255000.0,360.0,475000.0,50.0,49
C,Male,1,295000.0,360.0,315000.0,55.0,50%-60%
C,Female,1,235000.0,360.0,255000.0,99.0,39
C,Joint,1,345000.0,360.0,385000.0,141.0,37
C,Joint,1,325000.0,360.0,355000.0,120.0,30%-<36%
C,Male,1,555000.0,360.0,585000.0,134.0,49
C,Male,1,235000.0,180.0,315000.0,121.0,39
NC,Sex Not Available,1,565000.0,360.0,715000.0,290.0,43
NC,Joint,1,455000.0,360.0,925000.0,223.0,40
C,Male,1,115000.0,360.0,135000.0,180.0,30%-<36%
C,Male,1,75000.0,180.0,95000.0,75.0,<20%
C,Female,1,155000.0,360.0,185000.0,45.0,38
C,Joint,1,125000.0,360.0,155000.0,232.0,30%-<36%
C,Male,1,415000.0,360.0,455000.0,85.0,42
C,Joint,1,425000.0,360.0,465000.0,131.0,30%-<36%
C,Joint,1,155000.0,360.0,535000.0,142.0,44
C,Female,1,145000.0,360.0,165000.0,58.0,30%-<36%
C,Joint,1,455000.0,360.0,495000.0,112.0,47
C,Joint,1,275000.0,360.0,305000.0,149.0,<20%
C,Male,1,295000.0,360.0,355000.0,47.0,50%-60%
C,Joint,1,285000.0,360.0,315000.0,115.0,20%-<30%
C,Male,1,105000.0,360.0,125000.0,46.0,30%-<36%
C,Male,1,135000.0,360.0,145000.0,45.0,38
C,Joint,1,165000.0,360.0,175000.0,7.0,37
C,Male,1,225000.0,360.0,235000.0,67.0,43
C,Male,1,275000.0,192.0,485000.0,109.0,30%-<36%
C,Joint,1,135000.0,360.0,135000.0,61.0,30%-<36%
C,Sex Not Available,1,525000.0,360.0,655000.0,118.0,39
C,Female,1,185000.0,360.0,245000.0,111.0,39
C,Male,1,95000.0,360.0,125000.0,83.0,20%-<30%
C,Joint,1,65000.0,360.0,75000.0,99.0,<20%
C,Joint,1,275000.0,360.0,305000.0,176.0,20%-<30%
C,Female,1,365000.0,360.0,455000.0,136.0,39
C,Joint,1,95000.0,240.0,115000.0,116.0,<20%
C,Male,1,455000.0,360.0,485000.0,128.0,46
C,Female,1,365000.0,360.0,455000.0,106.0,44
C,Joint,1,205000.0,360.0,555000.0,61.0,37
C,Female,1,165000.0,360.0,175000.0,60.0,30%-<36%
C,Joint,1,165000.0,360.0,165000.0,103.0,45
C,Male,1,85000.0,360.0,105000.0,35.0,30%-<36%
C,Female,1,555000.0,360.0,655000.0,180.0,30%-<36%
C,Joint,1,175000.0,360.0,235000.0,42.0,36
C,Female,1,185000.0,360.0,215000.0,51.0,37
C,Male,1,245000.0,360.0,255000.0,38.0,49
C,Joint,1,175000.0,360.0,195000.0,51.0,47
C,Female,1,675000.0,360.0,995000.0,287.0,20%-<30%
C,Joint,1,255000.0,360.0,325000.0,84.0,20%-<30%
NC,Joint,1,615000.0,360.0,765000.0,274.0,<20%
C,Male,1,95000.0,360.0,95000.0,42.0,30%-<36%
C,Joint,1,285000.0,360.0,355000.0,226.0,30%-<36%
C,Joint,1,455000.0,180.0,575000.0,149.0,40
NC,Joint,1,945000.0,360.0,1175000.0,208.0,39
C,Joint,1,305000.0,360.0,375000.0,90.0,20%-<30%
C,Joint,1,225000.0,360.0,265000.0,76.0,42
C,Joint,1,195000.0,360.0,245000.0,106.0,42
C,Female,1,165000.0,360.0,175000.0,51.0,38
NC,Sex Not Available,1,825000.0,360.0,1025000.0,336.0,37
C,Joint,1,175000.0,360.0,215000.0,84.0,44
C,Female,1,485000.0,360.0,675000.0,90.0,47
C,Joint,1,355000.0,360.0,395000.0,164.0,20%-<30%
C,Male,1,155000.0,360.0,415000.0,42.0,48
C,Joint,1,185000.0,360.0,195000.0,84.0,30%-<36%
NC,Sex Not Available,1,605000.0,360.0,805000.0,153.0,50%-60%
C,Male,1,115000.0,360.0,125000.0,36.0,30%-<36%
C,Joint,1,235000.0,360.0,235000.0,128.0,20%-<30%
C,Joint,1,165000.0,360.0,245000.0,120.0,<20%
C,Joint,1,125000.0,360.0,385000.0,79.0,30%-<36%
NC,Joint,1,1005000.0,360.0,1865000.0,311.0,41
C,Joint,1,225000.0,360.0,235000.0,120.0,45
C,Male,1,85000.0,180.0,275000.0,76.0,30%-<36%
C,Joint,1,245000.0,360.0,395000.0,74.0,48
C,Joint,1,175000.0,360.0,225000.0,48.0,41
C,Sex Not Available,1,665000.0,360.0,825000.0,165.0,42
C,Joint,1,125000.0,360.0,135000.0,87.0,<20%
C,Male,1,455000.0,360.0,495000.0,167.0,30%-<36%
C,Joint,1,195000.0,360.0,205000.0,97.0,30%-<36%
C,Joint,1,305000.0,360.0,415000.0,185.0,<20%
C,Female,1,315000.0,360.0,395000.0,72.0,37
NC,Male,1,725000.0,372.0,1015000.0,1379.0,30%-<36%
C,Male,1,205000.0,360.0,215000.0,80.0,30%-<36%
C,Joint,1,315000.0,360.0,425000.0,96.0,30%-<36%
C,Male,1,135000.0,360.0,135000.0,50.0,30%-<36%
C,Joint,1,455000.0,360.0,535000.0,139.0,39
C,Joint,1,455000.0,360.0,485000.0,124.0,45
C,Joint,1,495000.0,360.0,625000.0,149.0,37
C,Joint,1,185000.0,360.0,235000.0,113.0,20%-<30%
C,Joint,1,95000.0,360.0,215000.0,38.0,37
C,Female,1,55000.0,360.0,65000.0,74.0,30%-<36%
C,Female,1,235000.0,240.0,275000.0,100.0,20%-<30%
C,Female,1,195000.0,360.0,205000.0,82.0,20%-<30%
C,Female,1,175000.0,360.0,185000.0,38.0,49
C,Male,1,165000.0,120.0,265000.0,115.0,30%-<36%
C,Sex Not Available,1,165000.0,360.0,205000.0,66.0,45
NC,Male,1,635000.0,360.0,705000.0,300.0,30%-<36%
C,Joint,1,175000.0,360.0,225000.0,77.0,20%-<30%
NC,Male,1,875000.0,360.0,1095000.0,288.0,42
C,Joint,1,245000.0,360.0,255000.0,114.0,30%-<36%
C,Female,1,385000.0,360.0,645000.0,250.0,<20%
C,Joint,1,75000.0,276.0,75000.0,68.0,50%-60%
C,Sex Not Available,1,535000.0,360.0,665000.0,306.0,20%-<30%
C,Sex Not Available,1,55000.0,180.0,55000.0,18.0,38
C,Joint,1,615000.0,360.0,685000.0,144.0,30%-<36%
C,Joint,1,155000.0,360.0,205000.0,114.0,20%-<30%
C,Joint,1,515000.0,360.0,575000.0,181.0,20%-<30%
NC,Joint,1,965000.0,360.0,1205000.0,236.0,37
C,Sex Not Available,1,415000.0,360.0,515000.0,96.0,30%-<36%
NC,Joint,1,735000.0,360.0,825000.0,166.0,38
C,Male,1,475000.0,360.0,585000.0,215.0,43
C,Male,1,185000.0,360.0,195000.0,83.0,37
C,Joint,1,375000.0,180.0,445000.0,381.0,20%-<30%
C,Male,1,75000.0,360.0,75000.0,140.0,<20%
C,Female,1,175000.0,360.0,185000.0,70.0,46
C,Male,1,125000.0,360.0,175000.0,46.0,30%-<36%
C,Male,1,345000.0,360.0,355000.0,65.0,30%-<36%
C,Sex Not Available,1,195000.0,360.0,275000.0,286.0,30%-<36%
C,Female,1,45000.0,360.0,55000.0,26.0,37
C,Female,1,125000.0,360.0,135000.0,21.0,49
C,Joint,1,245000.0,360.0,275000.0,61.0,49
C,Female,1,145000.0,360.0,205000.0,116.0,47
C,Sex Not Available,1,195000.0,360.0,245000.0,116.0,39
C,Joint,1,415000.0,360.0,435000.0,78.0,49
C,Sex Not Available,1,295000.0,360.0,335000.0,180.0,20%-<30%
C,Male,1,575000.0,360.0,825000.0,260.0,37
C,Female,1,185000.0,360.0,195000.0,58.0,43
C,Sex Not Available,1,295000.0,360.0,315000.0,124.0,45
NC,Joint,1,735000.0,360.0,1135000.0,242.0,20%-<30%
C,Female,1,235000.0,360.0,245000.0,63.0,44
C,Joint,1,75000.0,360.0,85000.0,28.0,37
NC,Joint,1,645000.0,360.0,845000.0,264.0,20%-<30%
C,Joint,1,675000.0,360.0,885000.0,138.0,39
C,Male,1,445000.0,360.0,575000.0,123.0,50%-60%
C,Female,1,185000.0,360.0,195000.0,56.0,38
NC,Male,1,505000.0,360.0,505000.0,287.0,20%-<30%
C,Sex Not Available,1,255000.0,360.0,265000.0,134.0,38
C,Joint,1,215000.0,360.0,265000.0,81.0,30%-<36%
C,Joint,1,345000.0,360.0,385000.0,123.0,20%-<30%
C,Joint,1,245000.0,360.0,245000.0,81.0,37
C,Male,1,205000.0,360.0,265000.0,96.0,20%-<30%
C,Joint,1,215000.0,360.0,515000.0,156.0,38
C,Male,1,585000.0,360.0,615000.0,106.0,48
C,Female,1,265000.0,360.0,295000.0,51.0,40
C,Female,1,325000.0,360.0,355000.0,133.0,20%-<30%
C,Joint,1,235000.0,360.0,245000.0,53.0,44
C,Sex Not Available,1,355000.0,360.0,485000.0,92.0,38
C,Male,1,125000.0,360.0,155000.0,27.0,49
C,Joint,1,215000.0,360.0,265000.0,73.0,43
C,Female,1,255000.0,360.0,325000.0,54.0,49
C,Female,1,215000.0,360.0,235000.0,59.0,39
C,Male,1,175000.0,360.0,215000.0,58.0,49
C,Male,1,135000.0,360.0,165000.0,150.0,42
C,Male,1,375000.0,360.0,395000.0,106.0,49
C,Joint,1,415000.0,360.0,595000.0,100.0,40
C,Joint,1,275000.0,360.0,315000.0,48.0,38
C,Joint,1,235000.0,360.0,315000.0,84.0,42
NC,Joint,1,1705000.0,360.0,3355000.0,441.0,43
C,Male,1,295000.0,360.0,365000.0,105.0,30%-<36%
C,Joint,1,235000.0,360.0,275000.0,92.0,46
C,Male,1,285000.0,360.0,315000.0,75.0,39
C,Joint,1,205000.0,360.0,205000.0,125.0,20%-<30%
C,Joint,1,105000.0,360.0,115000.0,69.0,36
C,Joint,1,205000.0,360.0,405000.0,75.0,20%-<30%
C,Female,1,185000.0,360.0,195000.0,53.0,49
C,Female,1,295000.0,360.0,315000.0,132.0,44
C,Female,1,175000.0,360.0,175000.0,52.0,39
C,Joint,1,85000.0,360.0,115000.0,68.0,<20%
C,Male,1,195000.0,360.0,195000.0,77.0,30%-<36%
C,Male,1,125000.0,360.0,135000.0,42.0,38
C,Sex Not Available,1,145000.0,360.0,355000.0,210.0,<20%
C,Joint,1,325000.0,360.0,435000.0,164.0,41
C,Female,1,105000.0,360.0,115000.0,85.0,30%-<36%
C,Joint,1,195000.0,360.0,205000.0,71.0,41
C,Joint,1,325000.0,360.0,405000.0,120.0,41
C,Sex Not Available,1,205000.0,360.0,515000.0,62.0,49
C,Joint,1,235000.0,360.0,275000.0,71.0,48
C,Male,1,325000.0,360.0,425000.0,132.0,20%-<30%
C,Sex Not Available,1,65000.0,360.0,75000.0,31.0,42
C,Female,1,25000.0,62.0,95000.0,33.0,20%-<30%
C,Male,1,95000.0,360.0,115000.0,32.0,30%-<36%
C,Joint,1,215000.0,360.0,265000.0,115.0,20%-<30%
C,Female,1,265000.0,360.0,325000.0,109.0,30%-<36%
C,Female,1,45000.0,360.0,55000.0,15.0,41
C,Joint,1,415000.0,360.0,615000.0,146.0,20%-<30%
C,Female,1,245000.0,360.0,255000.0,77.0,46
C,Joint,1,175000.0,360.0,245000.0,93.0,30%-<36%
